,tissue
GTEX-VUSG-1126-SM-4KKZQ,ESOPHAGUS
GTEX-11DXY-1626-SM-5H12L,ADRENAL GLAND
GTEX-S3XE-1526-SM-4AD5A,TESTIS
GTEX-13N11-1026-SM-5K7XQ,THYROID
GTEX-1117F-2426-SM-5EGGH,UTERUS
GTEX-11NUK-1726-SM-5A5L2,ESOPHAGUS
GTEX-X4EO-1726-SM-4QARN,ADRENAL GLAND
GTEX-145MN-0326-SM-5QGQI,KIDNEY
GTEX-X4XX-0011-R10B-SM-46MWO,BRAIN
GTEX-11NSD-1026-SM-5N9BE,TESTIS
GTEX-R55E-0011-R6A-SM-2TC5T,BRAIN
GTEX-QDVN-0926-SM-2I5GL,PANCREAS
GTEX-N7MT-1226-SM-2D7W4,BRAIN
GTEX-P4QS-0626-SM-3NMD1,ESOPHAGUS
GTEX-139TS-1726-SM-5IJG5,TESTIS
GTEX-WI4N-1026-SM-3LK7N,SKIN
K-562-SM-2TF4E,BONE MARROW
GTEX-1314G-0826-SM-5BC6L,ESOPHAGUS
GTEX-ZVT3-2626-SM-5GU5L,OVARY
GTEX-XMD2-2126-SM-4YCF8,SKIN
GTEX-SIU8-0126-SM-2XCDT,SKIN
GTEX-X4EO-0326-SM-3P5YO,SKIN
GTEX-14BIM-0011-R3b-SM-5S2RL,BRAIN
GTEX-ZY6K-0626-SM-59HJL,ESOPHAGUS
GTEX-NFK9-2226-SM-3MJGP,PROSTATE
GTEX-WHPG-1126-SM-4M1XT,ESOPHAGUS
GTEX-YJ8O-1026-SM-5CVM5,OVARY
GTEX-11OC5-0126-SM-5HL6A,SKIN
GTEX-RVPU-0011-R2A-SM-2XCAG,BRAIN
GTEX-ZTPG-1026-SM-5DUWP,PANCREAS
GTEX-13111-1326-SM-5GCNO,PROSTATE
GTEX-QLQW-0626-SM-447A6,ESOPHAGUS
GTEX-1117F-3226-SM-5N9CT,BRAIN
GTEX-QDT8-0011-R10A-SM-32PKG,BRAIN
GTEX-13112-0226-SM-5P9IV,TESTIS
GTEX-13NZ8-0011-R8b-SM-5KM48,BRAIN
GTEX-ZF2S-0008-SM-4E3IK,SKIN
GTEX-13OVJ-0011-R11a-SM-5P9H8,BRAIN
GTEX-XUJ4-1926-SM-4BOOV,BREAST
GTEX-XBEC-0726-SM-4QARZ,SKIN
GTEX-13111-0926-SM-5DUVQ,ESOPHAGUS
GTEX-ZTTD-1226-SM-51MS2,ESOPHAGUS
GTEX-ZWKS-0126-SM-5SIAA,SKIN
GTEX-ZY6K-0226-SM-5SIAY,THYROID
GTEX-12WSD-0011-R2a-SM-5LZWB,BRAIN
GTEX-QEG4-2226-SM-4R1JM,PROSTATE
GTEX-Y8LW-0626-SM-4VDS8,ESOPHAGUS
GTEX-13W3W-2426-SM-5LU5B,SKIN
GTEX-T5JC-0011-R11A-SM-5S2RX,BRAIN
GTEX-13RTJ-0011-R6a-SM-5SI74,BRAIN
GTEX-11NUK-3026-SM-5986K,BRAIN
GTEX-11NSD-1426-SM-5HL67,STOMACH
GTEX-11TTK-1926-SM-5PNW8,KIDNEY
GTEX-RM2N-0826-SM-48FD3,STOMACH
GTEX-ZYFD-3026-SM-5E44C,BRAIN
GTEX-Y114-2126-SM-4TT8B,SKIN
GTEX-11DXZ-2326-SM-5EGGV,SKIN
GTEX-P44G-0011-R4A-SM-2I3FB,BRAIN
GTEX-WFON-2026-SM-5S2TE,TESTIS
GTEX-T6MN-0011-R9A-SM-32QOZ,BRAIN
GTEX-13FH7-2026-SM-5IJCR,SKIN
GTEX-13NYB-3226-SM-5J2ND,BRAIN
GTEX-RUSQ-2026-SM-4GIAK,BREAST
GTEX-13QJ3-2726-SM-5SI6L,STOMACH
GTEX-144GL-2026-SM-5LU3O,BREAST
GTEX-P4QS-1126-SM-3NMD5,KIDNEY
GTEX-ZVZP-2226-SM-57WBF,TESTIS
GTEX-Z9EW-1626-SM-5CVMN,SKIN
GTEX-ZYT6-2726-SM-5GICP,TESTIS
GTEX-1313W-0011-R10b-SM-5DUXA,BRAIN
GTEX-131XE-1226-SM-5EGKF,ESOPHAGUS
GTEX-X261-0008-SM-4PR11,SKIN
GTEX-11DYG-1926-SM-5H12I,ESOPHAGUS
GTEX-13O3O-0011-R10a-SM-5LUA9,BRAIN
GTEX-ZDTT-0926-SM-5J2MS,LUNG
GTEX-RNOR-2326-SM-2TF4I,BRAIN
GTEX-11EQ9-0726-SM-5A5K2,ESOPHAGUS
GTEX-WWYW-0926-SM-3NB2Z,LUNG
GTEX-XUZC-0226-SM-4BOO7,ADRENAL GLAND
GTEX-ZVZP-1626-SM-5GIDJ,ESOPHAGUS
GTEX-11EMC-0008-SM-5Q5DR,SKIN
GTEX-VJYA-1026-SM-4KL21,STOMACH
GTEX-S4P3-0526-SM-4AD58,ESOPHAGUS
GTEX-Y114-0008-SM-4TT8X,SKIN
GTEX-11VI4-0526-SM-5EQ48,ESOPHAGUS
GTEX-WFG7-0526-SM-3GIKI,LUNG
GTEX-12ZZX-0011-R5a-SM-5HL89,BRAIN
GTEX-OXRL-0526-SM-2I3EZ,LUNG
GTEX-SIU7-0926-SM-4BRX1,PANCREAS
GTEX-13FXS-0011-R6b-SM-5L3F7,BRAIN
GTEX-RTLS-2326-SM-46MUH,OVARY
GTEX-11WQK-2826-SM-5EQKH,TESTIS
GTEX-11LCK-1026-SM-5A5KB,SKIN
GTEX-14B4R-0426-SM-5Q5EI,ESOPHAGUS
GTEX-139TS-0011-R10a-SM-5K7TU,BRAIN
GTEX-WHSB-0726-SM-4M1XQ,PANCREAS
GTEX-11I78-0626-SM-5A5LZ,PANCREAS
GTEX-ZA64-0326-SM-5HL8T,LUNG
GTEX-ZT9W-0008-SM-4YCDJ,SKIN
GTEX-1192X-2726-SM-5N9DN,SKIN
GTEX-14A5I-2826-SM-5SIBF,BRAIN
GTEX-11PRG-0826-SM-5EQ6A,BREAST
GTEX-13PVQ-0926-SM-5IJFD,LUNG
GTEX-Z93S-0126-SM-5HL7M,SKIN
GTEX-14BIM-0011-R11b-SM-5S2RN,BRAIN
GTEX-ZLV1-1426-SM-4WWES,BREAST
GTEX-WZTO-0011-R1B-SM-3NMAR,BRAIN
GTEX-Z93S-0011-R8a-SM-4RGNL,BRAIN
GTEX-RVPV-1226-SM-2TF73,THYROID
GTEX-X88G-0126-SM-47JZ3,SKIN
GTEX-111CU-1926-SM-5GZYZ,SKIN
GTEX-Q2AH-0008-SM-48U2J,SKIN
GTEX-13QIC-0011-R8b-SM-5O9CV,BRAIN
GTEX-ZV68-0011-R5a-SM-4YCDW,BRAIN
GTEX-XBED-1626-SM-47JYN,BREAST
GTEX-12WSM-0726-SM-5GCOW,LIVER
GTEX-11DXW-0226-SM-5H122,SKIN
GTEX-P44G-0226-SM-2I3F3,SKIN
GTEX-13FHO-0426-SM-5L3F5,SKIN
GTEX-1122O-1926-SM-5EGIQ,STOMACH
GTEX-ZYT6-0126-SM-5E45J,BREAST
GTEX-12WSC-0126-SM-5EQ4P,SKIN
GTEX-145LS-1826-SM-5LUAZ,ESOPHAGUS
GTEX-117XS-0526-SM-5987Q,THYROID
GTEX-YEC4-1026-SM-5P9FW,ESOPHAGUS
GTEX-S4Z8-0526-SM-4AD4T,LIVER
GTEX-WZTO-0011-R6B-SM-4E3J6,BRAIN
GTEX-1211K-1326-SM-5FQV2,ESOPHAGUS
GTEX-W5WG-0926-SM-4RTX9,OVARY
GTEX-1313W-0826-SM-5EQ4T,BREAST
GTEX-11OF3-0626-SM-5BC4Y,THYROID
GTEX-OHPN-0011-R5A-SM-2I5FF,BRAIN
GTEX-QDVJ-0726-SM-48U1W,ESOPHAGUS
GTEX-UPIC-0226-SM-3GADO,THYROID
GTEX-Y3IK-0626-SM-4WWE4,LUNG
GTEX-145MH-3026-SM-5Q5DZ,BRAIN
GTEX-12KS4-0726-SM-5FQSX,LUNG
GTEX-WYVS-0726-SM-4ONDO,ESOPHAGUS
GTEX-XQ3S-1726-SM-4BOOD,ADRENAL GLAND
GTEX-UPK5-1126-SM-3GAEJ,LUNG
K-562-SM-3NMAP,BONE MARROW
GTEX-QXCU-1326-SM-48FE2,ADRENAL GLAND
GTEX-13YAN-2126-SM-5Q5C4,PANCREAS
GTEX-ZYW4-1426-SM-5SIAX,ESOPHAGUS
GTEX-ZYY3-3126-SM-5SI9L,BRAIN
GTEX-TSE9-0011-R7A-SM-3DB7P,BRAIN
GTEX-YEC3-1926-SM-5IFIT,ESOPHAGUS
GTEX-145ME-0126-SM-5S2QM,THYROID
GTEX-13OW5-2326-SM-5L3HO,SKIN
GTEX-Q2AH-0826-SM-48TZN,ESOPHAGUS
GTEX-WHWD-1826-SM-3LK6I,SKIN
GTEX-ZG7Y-1326-SM-4WWBL,ESOPHAGUS
GTEX-13N2G-0011-R7a-SM-5MR42,BRAIN
GTEX-13X6K-0626-SM-5LU5D,SKIN
GTEX-O5YW-0008-SM-4E3IE,SKIN
GTEX-11DXZ-0726-SM-5N9C4,LUNG
GTEX-N7MS-0011-R2a-SM-2HML6,BRAIN
GTEX-11P7K-1426-SM-5EGKY,ESOPHAGUS
GTEX-12WS9-1426-SM-5FQT3,STOMACH
GTEX-QVJO-0011-R7A-SM-2S1QO,BRAIN
GTEX-ZGAY-1026-SM-4WWBR,THYROID
GTEX-ZZPU-0626-SM-5E43T,BREAST
GTEX-QDVJ-1126-SM-48U1U,ADRENAL GLAND
GTEX-U3ZN-1826-SM-4DXUY,ESOPHAGUS
GTEX-P78B-0926-SM-2I5FA,LUNG
GTEX-S7SE-0011-R2A-SM-2XCDC,BRAIN
GTEX-12WSB-0726-SM-5N9GD,THYROID
GTEX-12WSM-0011-R7b-SM-5EGLD,BRAIN
GTEX-NL3H-0011-R3a-SM-2I3GL,BRAIN
GTEX-11DZ1-2426-SM-5GZZX,SKIN
GTEX-13G51-3126-SM-5IJG7,BRAIN
GTEX-OHPL-2626-SM-2HMJA,THYROID
GTEX-PX3G-2426-SM-48TZZ,OVARY
GTEX-132AR-2326-SM-5IJDY,ESOPHAGUS
GTEX-WYVS-1626-SM-3NM9R,SKIN
GTEX-Q2AG-1026-SM-2HMJX,LUNG
GTEX-X88G-0008-SM-47JWN,SKIN
GTEX-12WSM-0011-R10a-SM-5DUWV,BRAIN
GTEX-11P7K-0226-SM-5986Z,THYROID
GTEX-N7MS-0011-R3a-SM-2HMKD,BRAIN
GTEX-YFC4-2826-SM-5P9FR,UTERUS
GTEX-13VXU-0011-R3b-SM-5O9CU,BRAIN
GTEX-13FHP-0926-SM-5L3EC,THYROID
GTEX-11ZUS-0126-SM-5EQM5,LUNG
GTEX-147F4-0826-SM-5QGRB,THYROID
GTEX-147GR-0526-SM-5S2MY,SKIN
GTEX-139UW-0326-SM-5J1ML,SKIN
GTEX-WEY5-1026-SM-4LMK9,ESOPHAGUS
GTEX-PSDG-0008-SM-48TE5,SKIN
GTEX-TKQ1-0326-SM-4DXSM,ESOPHAGUS
GTEX-ZLV1-0826-SM-4WWEQ,STOMACH
GTEX-PWO3-0011-R5A-SM-2I5EZ,BRAIN
GTEX-Y5V6-1926-SM-5IFIL,ADRENAL GLAND
GTEX-ZTX8-0626-SM-59HKC,THYROID
GTEX-RVPV-1726-SM-5SI8C,LUNG
GTEX-11GSO-2926-SM-5HL73,BRAIN
GTEX-RM2N-1926-SM-48FCU,LIVER
GTEX-12ZZY-2926-SM-5DUXO,BRAIN
GTEX-13113-1326-SM-5GCOI,LIVER
GTEX-144GL-0011-R11b-SM-5P9F6,BRAIN
GTEX-P44H-0011-R6A-SM-2XCF3,BRAIN
GTEX-13QBU-0826-SM-5IJBU,ESOPHAGUS
GTEX-WYJK-2026-SM-4ONDE,ESOPHAGUS
GTEX-14A6H-0526-SM-5NQAZ,LUNG
GTEX-1339X-1026-SM-5IFH5,PANCREAS
GTEX-R55D-1226-SM-48FE9,ESOPHAGUS
GTEX-111FC-1126-SM-5GZWU,LUNG
GTEX-144GL-0011-R5b-SM-5PNUJ,BRAIN
GTEX-12WSJ-1226-SM-5LU91,OVARY
GTEX-S341-0008-SM-4AD6D,SKIN
GTEX-N7MT-0126-SM-26GMB,LUNG
GTEX-144GO-0011-R5a-SM-5PNUR,BRAIN
GTEX-13X6H-1526-SM-5Q5E2,ESOPHAGUS
GTEX-TMMY-0126-SM-4DXTP,ADRENAL GLAND
GTEX-13NYB-0726-SM-5MR4J,THYROID
GTEX-T6MO-0526-SM-4DM6R,ESOPHAGUS
GTEX-Y8LW-0326-SM-4VBQ9,LUNG
GTEX-OXRO-0011-R2A-SM-3NB1W,BRAIN
GTEX-13NYS-0011-R1b-SM-5MR55,BRAIN
GTEX-X4XX-2926-SM-3NMB1,BRAIN
GTEX-REY6-1726-SM-48FDL,ADRENAL GLAND
GTEX-YFC4-1126-SM-5RQJN,LUNG
GTEX-PLZ5-1526-SM-3P5ZX,TESTIS
GTEX-11O72-1926-SM-5PNW1,ESOPHAGUS
GTEX-13D11-2426-SM-5KM1V,SKIN
GTEX-R55C-0008-SM-48FCF,SKIN
GTEX-13RTJ-0011-R4b-SM-5PNX1,BRAIN
GTEX-13NYB-0011-R7a-SM-5MR5D,BRAIN
GTEX-1399S-2226-SM-5IFEW,UTERUS
GTEX-11XUK-0926-SM-5EQL3,ESOPHAGUS
GTEX-WZTO-1726-SM-4PQYV,ESOPHAGUS
GTEX-T2IS-0011-R5A-SM-32QP4,BRAIN
GTEX-12C56-1326-SM-5FQSV,PROSTATE
GTEX-12WSE-2926-SM-5RQJ9,BRAIN
GTEX-RU72-1426-SM-46MUF,LIVER
GTEX-NPJ8-0011-R2a-SM-2TC6M,BRAIN
GTEX-ZF2S-0126-SM-4WKFO,ADRENAL GLAND
GTEX-131XW-0426-SM-5LZWP,SKIN
GTEX-U8T8-2326-SM-3DB96,THYROID
GTEX-139YR-1626-SM-5IJGK,ESOPHAGUS
GTEX-147GR-0011-R2b-SM-5S2RQ,BRAIN
GTEX-RWS6-0826-SM-47JXF,ESOPHAGUS
GTEX-145MN-1026-SM-5NQ9G,ESOPHAGUS
GTEX-13OVI-1826-SM-5IFFT,STOMACH
GTEX-V1D1-1226-SM-4JBI5,ESOPHAGUS
GTEX-Y8E4-0126-SM-4VBQ2,THYROID
GTEX-SJXC-2026-SM-4DM6N,PROSTATE
GTEX-QMRM-1126-SM-447BN,STOMACH
GTEX-PWO3-0011-R3A-SM-2I5EX,BRAIN
GTEX-14AS3-0326-SM-5Q5DB,PANCREAS
GTEX-OXRP-0126-SM-3NB32,SKIN
GTEX-YFC4-0011-R8a-SM-4SOK3,BRAIN
GTEX-13JUV-0011-R5a-SM-5LZY5,BRAIN
GTEX-11OF3-2626-SM-5GU7F,SKIN
GTEX-XLM4-0011-R10A-SM-5S2TN,BRAIN
GTEX-13OVL-2726-SM-5J2MP,ESOPHAGUS
GTEX-12C56-1226-SM-5FQSU,ESOPHAGUS
GTEX-NPJ7-0011-R9a-SM-2TC5R,BRAIN
GTEX-139D8-0226-SM-5KLZO,SKIN
GTEX-13O3O-1626-SM-5KM1O,ADRENAL GLAND
GTEX-T8EM-1226-SM-4DM5J,STOMACH
GTEX-ZLWG-0126-SM-4WWC5,ADRENAL GLAND
GTEX-XQ3S-1126-SM-4BOPK,ESOPHAGUS
GTEX-1192X-1126-SM-5EGGU,THYROID
GTEX-OXRO-0126-SM-2YUN4,SKIN
GTEX-RWS6-0626-SM-2XCAS,THYROID
GTEX-ZVP2-0626-SM-51MSO,LIVER
GTEX-132Q8-2926-SM-5IFFP,BRAIN
GTEX-XMD1-2926-SM-4AT42,BRAIN
GTEX-XOTO-0011-R9A-SM-4GICI,BRAIN
GTEX-13JUV-0011-R1a-SM-5LZY4,BRAIN
GTEX-YB5K-0526-SM-5LUAS,THYROID
GTEX-14BIN-0011-R10a-SM-5S2UA,BRAIN
GTEX-ZZPU-0826-SM-5GZX5,SKIN
GTEX-11OF3-0011-R6b-SM-57WBG,BRAIN
GTEX-WFON-0426-SM-3GIL4,LUNG
GTEX-R3RS-1326-SM-48FE7,ESOPHAGUS
GTEX-11GSP-2326-SM-5HL63,SKIN
GTEX-11LCK-0008-SM-5Q5BB,SKIN
GTEX-13NYB-1326-SM-5K7Y1,ESOPHAGUS
GTEX-13D11-0426-SM-5LZYA,ADRENAL GLAND
GTEX-POMQ-2226-SM-2I5FK,SKIN
GTEX-147F4-0226-SM-5QGPW,SKIN
GTEX-UPIC-0826-SM-3GADQ,LUNG
GTEX-12WSK-2026-SM-5CVNB,UTERUS
GTEX-12BJ1-1526-SM-5LUAQ,ESOPHAGUS
GTEX-ZPIC-2026-SM-57WG3,STOMACH
K-562-SM-5N9B7,BONE MARROW
GTEX-SE5C-1326-SM-4BRUH,ESOPHAGUS
GTEX-ZVT2-1226-SM-5GU5H,ESOPHAGUS
GTEX-W5WG-1626-SM-4LMKG,ESOPHAGUS
GTEX-13OW8-0011-R1a-SM-5L3HI,BRAIN
GTEX-TMMY-0926-SM-33HBG,LUNG
GTEX-PW2O-0226-SM-48TC7,ADRENAL GLAND
GTEX-X261-0126-SM-3NMD6,SKIN
GTEX-X4XX-0011-R2A-SM-3P623,BRAIN
GTEX-13QIC-0011-R4a-SM-5PNX8,BRAIN
GTEX-WH7G-0726-SM-3NMBM,LUNG
GTEX-PWCY-0726-SM-48TCS,ESOPHAGUS
GTEX-13CF2-0011-R3b-SM-5LZZ6,BRAIN
GTEX-13PVQ-3026-SM-5SI93,BRAIN
GTEX-WFG8-0426-SM-3GILD,THYROID
GTEX-13PL6-0011-R9b-SM-5O9CH,BRAIN
GTEX-13O3Q-0011-R10b-SM-5KM39,BRAIN
GTEX-131XH-0011-R2b-SM-5DUVY,BRAIN
GTEX-WHSB-1326-SM-3LK6W,SKIN
GTEX-11ZUS-2926-SM-5FQSL,BRAIN
GTEX-WHSE-0626-SM-4RGNF,THYROID
GTEX-ZF28-0011-R11a-SM-4WWEI,BRAIN
GTEX-WHPG-0426-SM-4M1XW,STOMACH
GTEX-Y114-2426-SM-4TT8A,SKIN
GTEX-TMKS-0126-SM-3DB7S,SKIN
GTEX-1269C-2426-SM-5FQSN,BREAST
GTEX-S33H-0326-SM-4AD6N,BREAST
GTEX-13PVQ-1826-SM-5L3GU,ESOPHAGUS
GTEX-XAJ8-0008-SM-46MU7,SKIN
GTEX-111VG-1926-SM-5GIDO,TESTIS
GTEX-ZVT2-0326-SM-5E44G,OVARY
GTEX-11P81-1626-SM-5BC52,UTERUS
GTEX-X4XY-0226-SM-4E3IZ,SKIN
GTEX-WFG7-1026-SM-4LMK8,ESOPHAGUS
GTEX-113JC-2226-SM-5EGJG,UTERUS
GTEX-RVPU-0011-R9A-SM-3NM8E,BRAIN
GTEX-T5JC-0011-R6A-SM-5SI89,BRAIN
GTEX-12WSE-0011-R11b-SM-5P9JW,BRAIN
GTEX-W5WG-0008-SM-4KL25,SKIN
GTEX-YEC3-1426-SM-5PNXW,STOMACH
GTEX-11NSD-0226-SM-5A5LR,ADRENAL GLAND
GTEX-13S86-0626-SM-5Q5E7,LUNG
GTEX-WY7C-0008-SM-4ONDW,SKIN
GTEX-13O3P-2726-SM-5KM2R,ESOPHAGUS
GTEX-13RTL-0011-R3a-SM-5P9JP,BRAIN
GTEX-O5YT-0008-SM-4E3IQ,SKIN
GTEX-PW2O-0826-SM-48TC5,PANCREAS
GTEX-ZAB5-0926-SM-5CVMV,ESOPHAGUS
GTEX-ZVZP-0626-SM-59HL5,PANCREAS
GTEX-P44H-0011-R3A-SM-5SI8A,BRAIN
GTEX-13OVH-0011-R5b-SM-5KM4L,BRAIN
GTEX-12696-2926-SM-5FQTG,BRAIN
GTEX-S95S-1026-SM-4B64M,PROSTATE
GTEX-12696-0226-SM-5EGL3,TESTIS
GTEX-139TT-2226-SM-5LZWO,TESTIS
GTEX-139TT-0011-R6b-SM-5J2ON,BRAIN
GTEX-T8EM-0826-SM-4DM76,PANCREAS
GTEX-131XF-0126-SM-5DUVF,ADRENAL GLAND
GTEX-TML8-1926-SM-32QOS,SKIN
GTEX-13X6J-0011-R11a-SM-5P9HE,BRAIN
GTEX-11WQC-0626-SM-5EQMF,LUNG
GTEX-P4QS-0008-SM-48TDY,SKIN
GTEX-WFG7-1826-SM-3GIL1,PROSTATE
GTEX-12696-1726-SM-5EQLH,STOMACH
GTEX-Y5LM-1926-SM-5RQJH,SKIN
GTEX-145LU-0526-SM-5O9AT,LUNG
GTEX-OHPN-0011-R9A-SM-4DXUH,BRAIN
GTEX-QDVN-0726-SM-4B64L,LUNG
GTEX-12WSF-0011-R5a-SM-5HL8K,BRAIN
GTEX-TMZS-0008-SM-47JWM,SKIN
GTEX-13PLJ-0011-R3a-SM-5O9DT,BRAIN
GTEX-WVLH-0011-R11A-SM-3MJFO,BRAIN
GTEX-T6MN-0011-R8A-SM-32QP3,BRAIN
GTEX-U8XE-0326-SM-3DB8P,SKIN
GTEX-14BMV-2226-SM-5RQHX,STOMACH
GTEX-N7MT-0011-R11A-SM-2I3DZ,BRAIN
GTEX-PWCY-0008-SM-48TE9,SKIN
GTEX-145LT-1126-SM-5LUA1,ESOPHAGUS
GTEX-13SLX-0011-R5a-SM-5O9BV,BRAIN
GTEX-131XE-2226-SM-5PNYX,STOMACH
GTEX-11O72-0726-SM-5P9GO,TESTIS
GTEX-WWYW-2726-SM-4MVOP,OVARY
GTEX-OXRO-0011-R5A-SM-2I5EG,BRAIN
GTEX-YB5E-0726-SM-4VDSH,LUNG
GTEX-S4Z8-0008-SM-33HAZ,SKIN
GTEX-13VXU-0126-SM-5SI9F,SKIN
GTEX-P44G-1126-SM-3NM9D,LIVER
GTEX-11ZU8-1526-SM-5EGHX,ESOPHAGUS
GTEX-13NYB-0011-R11a-SM-5KM3Q,BRAIN
GTEX-V955-0126-SM-4JBH5,ADRENAL GLAND
GTEX-QMRM-1526-SM-4R1K6,TESTIS
GTEX-ZLFU-2026-SM-4WWG2,TESTIS
GTEX-139T6-0726-SM-5PNVK,ESOPHAGUS
GTEX-ZAB4-0011-R8b-SM-4SOKF,BRAIN
GTEX-ZAB4-0011-R2a-SM-4RGNP,BRAIN
K-562-SM-5GZWN,BONE MARROW
GTEX-O5YV-0008-SM-4E3HP,SKIN
GTEX-11DXZ-1926-SM-5GZZL,BREAST
GTEX-131XE-0426-SM-5IJF4,TESTIS
GTEX-RU72-2626-SM-4TT75,UTERUS
GTEX-11P82-0008-SM-5S2MS,SKIN
GTEX-Q2AH-0126-SM-48U2B,ADRENAL GLAND
GTEX-OOBK-0008-SM-3NB27,SKIN
GTEX-ZQG8-0926-SM-57WFF,THYROID
GTEX-R55D-0008-SM-48FEV,SKIN
GTEX-13NZ9-2626-SM-5L3FK,SKIN
GTEX-13O61-2026-SM-5J2M6,TESTIS
GTEX-111CU-0826-SM-5EGIJ,ESOPHAGUS
GTEX-145MH-2326-SM-5O9AW,TESTIS
GTEX-XQ3S-1426-SM-4BOPR,SKIN
GTEX-YECK-0008-SM-4W1ZG,SKIN
GTEX-13S7M-0011-R1b-SM-5PNZE,BRAIN
GTEX-OHPN-0008-SM-4E3HW,SKIN
GTEX-QEG5-1126-SM-33HC2,LUNG
GTEX-ZDYS-0926-SM-4WWCS,ESOPHAGUS
GTEX-13RTJ-0011-R7b-SM-5P9JS,BRAIN
GTEX-11EMC-2226-SM-5A5JW,ESOPHAGUS
GTEX-X5EB-1426-SM-46MVW,ESOPHAGUS
GTEX-T5JC-0726-SM-4DM55,TESTIS
GTEX-XMD2-0926-SM-4WWEF,BREAST
GTEX-Y3IK-0526-SM-4WWE3,THYROID
GTEX-1313W-0011-R8a-SM-5DUVM,BRAIN
GTEX-XLM4-0011-R3B-SM-4AT6E,BRAIN
GTEX-Y5V6-0226-SM-4V6G7,LUNG
GTEX-S341-1526-SM-4AD6K,BREAST
GTEX-11ZU8-0008-SM-5S2VO,SKIN
GTEX-13FTY-0011-R9b-SM-5KM2U,BRAIN
GTEX-RTLS-1326-SM-46MUN,LIVER
GTEX-TMMY-0726-SM-33HBE,BREAST
GTEX-11ONC-0008-SM-5S2MG,SKIN
GTEX-12WSB-0011-R11b-SM-57WBJ,BRAIN
GTEX-NPJ7-0011-R2a-SM-2I3GF,BRAIN
GTEX-OXRO-1226-SM-48TDL,THYROID
GTEX-WY7C-2026-SM-4ONCM,PROSTATE
GTEX-YFC4-0011-R11a-SM-4SOK6,BRAIN
GTEX-1399Q-2326-SM-5KM2X,SKIN
GTEX-14ABY-1126-SM-5Q5F8,LUNG
GTEX-OIZI-0126-SM-3NB13,TESTIS
GTEX-XBED-0826-SM-47JYC,LUNG
GTEX-13OVI-1026-SM-5L3EM,UTERUS
GTEX-13N2G-0011-R6b-SM-5MR3P,BRAIN
GTEX-QDVN-1026-SM-48TZA,ESOPHAGUS
GTEX-12ZZZ-0011-R10a-SM-5P9HC,BRAIN
GTEX-WL46-0011-R11A-SM-3MJFT,BRAIN
GTEX-WI4N-2426-SM-4OOSC,UTERUS
GTEX-147F3-0826-SM-5NQA7,ESOPHAGUS
GTEX-ZAK1-0626-SM-5HL8E,SKIN
GTEX-13OW6-0011-R1a-SM-5L3HQ,BRAIN
GTEX-1192X-1826-SM-5GIE2,ESOPHAGUS
GTEX-11GSP-0126-SM-5A5KU,THYROID
GTEX-S7SE-0008-SM-33HB1,SKIN
GTEX-ZE9C-2526-SM-5IJDR,SKIN
GTEX-UJHI-1026-SM-4IHJP,STOMACH
GTEX-11GSP-0226-SM-5A5KV,OVARY
GTEX-144GL-0011-R7b-SM-5P9HX,BRAIN
K-562-SM-5LU8G,BONE MARROW
GTEX-11WQK-0011-R8a-SM-5BC7C,BRAIN
GTEX-R3RS-0726-SM-3GIJR,THYROID
GTEX-WHSE-2926-SM-3NMBG,BRAIN
GTEX-U4B1-1826-SM-4DXSU,SKIN
GTEX-139UC-3226-SM-5N9EZ,BRAIN
GTEX-131XG-1426-SM-5GCMO,PANCREAS
GTEX-11TUW-0011-R5b-SM-5BC6Q,BRAIN
GTEX-XPT6-1626-SM-4B655,TESTIS
GTEX-X4XY-0011-R6B-SM-46MVB,BRAIN
GTEX-WY7C-0226-SM-3NB37,THYROID
GTEX-QVUS-2826-SM-3GADB,BRAIN
GTEX-XPVG-0326-SM-4B653,PANCREAS
GTEX-147GR-0011-R10b-SM-5S2UM,BRAIN
GTEX-132Q8-0011-R8b-SM-5DUWX,BRAIN
GTEX-XOTO-2926-SM-4B65G,BRAIN
GTEX-ZF2S-1426-SM-57WET,STOMACH
GTEX-ZF28-0011-R8a-SM-4WWFW,BRAIN
GTEX-ZDYS-0626-SM-5J2N5,THYROID
GTEX-12WSM-1926-SM-5BC65,SKIN
GTEX-OHPN-0011-R10A-SM-33HBU,BRAIN
GTEX-YJ89-0011-R10a-SM-4SOK9,BRAIN
GTEX-13NZB-0626-SM-5IFH6,LIVER
GTEX-QEL4-0008-SM-447AZ,SKIN
GTEX-QV44-1726-SM-4R1KG,TESTIS
GTEX-13U4I-2126-SM-5LU55,OVARY
GTEX-RNOR-0726-SM-2TF5I,LUNG
GTEX-NFK9-0126-SM-3LK5H,TESTIS
GTEX-QDVN-0826-SM-48TZ2,LIVER
GTEX-13QJC-0011-R2b-SM-5PNUN,BRAIN
GTEX-QMR6-0011-R2A-SM-32PKV,BRAIN
K-562-SM-5K7WK,BONE MARROW
GTEX-NPJ8-2626-SM-26GMZ,BRAIN
GTEX-QEG5-1826-SM-4R1JP,ADRENAL GLAND
GTEX-TSE9-0011-R5A-SM-3DB7J,BRAIN
GTEX-T2IS-2226-SM-4DM65,UTERUS
GTEX-PLZ4-1226-SM-2I5FE,THYROID
GTEX-11ZUS-2726-SM-5FQUA,TESTIS
GTEX-ZE7O-0011-R5a-SM-57WBO,BRAIN
GTEX-131XW-1126-SM-5EGK4,LUNG
