,sample_type
GTEX-QLQW-1526-SM-2S1QV,TISSUE
GTEX-X3Y1-1326-SM-4PQZB,TISSUE
GTEX-WFJO-0826-SM-4LVM5,TISSUE
GTEX-QEG4-0926-SM-4R1JO,TISSUE
GTEX-XUW1-0426-SM-4BOOT,TISSUE
GTEX-13PVR-0926-SM-5S2RB,TISSUE
GTEX-XUZC-0526-SM-4BOPF,TISSUE
GTEX-XQ3S-1526-SM-4BOOC,TISSUE
GTEX-SN8G-0126-SM-32PLI,TISSUE
GTEX-QVJO-1826-SM-447C9,TISSUE
GTEX-12WSN-1326-SM-5GCNT,TISSUE
GTEX-XUW1-0526-SM-4BOP3,TISSUE
GTEX-14DAQ-1726-SM-5S2R2,TISSUE
GTEX-XUJ4-1126-SM-4BOPC,TISSUE
GTEX-X15G-1326-SM-4PQZJ,TISSUE
GTEX-T5JC-0011-R1A-SM-32PM6,TISSUE
GTEX-145ME-0126-SM-5S2QM,TISSUE
GTEX-WHWD-0003-SM-4M1ZS,TISSUE
GTEX-145MG-0011-R10a-SM-5PNWG,TISSUE
GTEX-VUSG-0426-SM-5S2TB,TISSUE
GTEX-Y111-2726-SM-4TT3N,TISSUE
GTEX-QDVJ-0426-SM-2I5FW,TISSUE
GTEX-P44G-2426-SM-2I5ER,TISSUE
GTEX-WYVS-0126-SM-4ONDH,TISSUE
GTEX-11OF3-0006-SM-5O9CM,TISSUE
GTEX-WRHU-0726-SM-3MJFL,TISSUE
GTEX-WZTO-0001-SM-4PQZY,TISSUE
GTEX-13SLW-0011-R4b-SM-5S2W2,TISSUE
GTEX-12WSC-0011-R3a-SM-5P9F1,TISSUE
GTEX-ZTX8-0002-SM-4YCEU,TISSUE
GTEX-WOFL-0826-SM-3MJG1,TISSUE
GTEX-OHPL-0726-SM-3TW8U,TISSUE
GTEX-11NSD-0526-SM-5A5LT,TISSUE
GTEX-PWO3-0011-R6A-SM-2I5F3,TISSUE
GTEX-13OVJ-0011-R4b-SM-5P9H5,TISSUE
GTEX-UTHO-0426-SM-3GAED,TISSUE
GTEX-OXRK-0226-SM-3NB2G,TISSUE
GTEX-U8XE-1426-SM-3DB8Q,TISSUE
GTEX-OIZG-1326-SM-2HMIQ,TISSUE
GTEX-P4PP-0426-SM-3NM9H,TISSUE
GTEX-T2IS-0011-R11A-SM-32QPC,TISSUE
GTEX-WXYG-2526-SM-3NB3F,TISSUE
GTEX-ZYFD-2926-SM-5GID9,TISSUE
GTEX-13X6K-2826-SM-5O9DS,TISSUE
GTEX-O5YT-1426-SM-3MJHC,TISSUE
GTEX-1314G-0005-SM-5NQ9O,TISSUE
GTEX-13RTJ-0011-R1a-SM-5O9D9,TISSUE
GTEX-145MH-0011-R11a-SM-5P9HQ,TISSUE
GTEX-145LU-0011-R8b-SM-5PNZG,TISSUE
GTEX-1269C-0826-SM-5N9EM,TISSUE
GTEX-Y5LM-0826-SM-4VDSW,TISSUE
GTEX-POMQ-1926-SM-3NB1Y,TISSUE
GTEX-Y5LM-0126-SM-4VBRL,TISSUE
GTEX-N7MS-0826-SM-2HML4,TISSUE
GTEX-1445S-0011-R3a-SM-5P9HY,TISSUE
GTEX-13O3O-0011-R2b-SM-5P9H1,TISSUE
GTEX-ZT9X-0008-SM-4YCD7,TISSUE
GTEX-VJYA-0005-SM-3P5ZD,TISSUE
GTEX-XMK1-0326-SM-4B652,TISSUE
GTEX-WL46-0011-R6A-SM-3LK6X,TISSUE
GTEX-OHPM-0726-SM-3LK7A,TISSUE
GTEX-1445S-0011-R8a-SM-5PNWX,TISSUE
GTEX-13PDP-0011-R1a-SM-5PNX5,TISSUE
GTEX-Q2AG-0011-R1A-SM-2HMJI,TISSUE
GTEX-SNMC-0126-SM-2XCFO,TISSUE
GTEX-Y5V5-0001-SM-4V6FZ,TISSUE
GTEX-U8T8-0226-SM-3DB97,TISSUE
GTEX-Y8LW-2126-SM-4VBRX,TISSUE
GTEX-W5X1-2826-SM-3GILM,TISSUE
GTEX-ZYT6-1726-SM-5E44P,TISSUE
GTEX-ZEX8-1926-SM-4WKFR,TISSUE
GTEX-WHSE-3026-SM-3P5ZH,TISSUE
GTEX-ZQG8-0008-SM-4E3J9,TISSUE
GTEX-13VXT-1526-SM-5LU3J,TISSUE
GTEX-YF7O-0008-SM-4W1ZS,TISSUE
GTEX-ZUA1-0326-SM-5NQA3,TISSUE
K-562-SM-3LK7S,TISSUE
GTEX-Y8LW-0005-SM-4V6EV,TISSUE
GTEX-ZT9W-0526-SM-57WFG,TISSUE
GTEX-X4EO-0126-SM-3P5YN,TISSUE
GTEX-PW2O-0006-SM-2I3DV,TISSUE
GTEX-X4EO-0006-SM-3P5ZF,TISSUE
GTEX-Y9LG-0626-SM-4WWDH,TISSUE
GTEX-ZQG8-2526-SM-57WEQ,TISSUE
GTEX-OXRP-0006-SM-2I3FN,TISSUE
GTEX-12ZZX-0005-SM-5O9A9,TISSUE
GTEX-12WSK-0526-SM-5CVNA,TISSUE
GTEX-13D11-1526-SM-5J2NA,TISSUE
GTEX-13FTX-1126-SM-5N9EN,TISSUE
GTEX-13PDP-0011-R6b-SM-5O9D5,TISSUE
GTEX-V1D1-2126-SM-4JBH4,TISSUE
GTEX-NPJ8-0011-R11A-SM-2YUMS,TISSUE
GTEX-ZP4G-0826-SM-4WWF3,TISSUE
GTEX-Y9LG-0001-SM-4VBRQ,TISSUE
GTEX-13QIC-2026-SM-5N9G9,TISSUE
GTEX-131YS-0726-SM-5P9G9,TISSUE
GTEX-ZVE1-0008-SM-51MS9,TISSUE
GTEX-YFC4-0008-SM-4RGM3,TISSUE
GTEX-S3XE-0526-SM-4AD4G,TISSUE
GTEX-12WSD-0226-SM-59HKO,TISSUE
GTEX-12WSH-1526-SM-5BC5W,TISSUE
GTEX-ZVTK-0226-SM-51MRG,TISSUE
GTEX-12WSE-0005-SM-5NQAE,TISSUE
GTEX-WEY5-1226-SM-4LMIQ,TISSUE
GTEX-X62O-0126-SM-4E3JN,TISSUE
GTEX-ZE9C-0008-SM-4E3K6,TISSUE
GTEX-13FH7-1026-SM-5IJGF,TISSUE
GTEX-QEG4-0426-SM-5S2VQ,TISSUE
GTEX-13X6K-0626-SM-5LU5D,TISSUE
GTEX-ZLWG-0326-SM-4WWC7,TISSUE
GTEX-S4Z8-0726-SM-4GICB,TISSUE
GTEX-11UD2-0826-SM-5EQKS,TISSUE
GTEX-147JS-0226-SM-5S2U9,TISSUE
GTEX-12WSL-1126-SM-5CVNK,TISSUE
GTEX-ZZPU-1226-SM-5N9CK,TISSUE
GTEX-12WSD-0326-SM-59HKP,TISSUE
GTEX-P4QS-1826-SM-2S1NI,TISSUE
GTEX-S3XE-1626-SM-3K2AJ,TISSUE
GTEX-1445S-2926-SM-5O993,TISSUE
GTEX-ZTX8-0626-SM-59HKC,TISSUE
GTEX-Y5V6-2326-SM-4VDSA,TISSUE
GTEX-1211K-1226-SM-5EQ4N,TISSUE
GTEX-O5YV-1026-SM-3LK72,TISSUE
GTEX-13OW5-0126-SM-5MR3A,TISSUE
GTEX-11DXZ-0426-SM-5987Y,TISSUE
GTEX-13OW8-0011-R7a-SM-5L3FP,TISSUE
GTEX-X4EO-2926-SM-4E3JH,TISSUE
GTEX-ZP4G-0626-SM-4WWF1,TISSUE
GTEX-13QJC-0011-R1b-SM-5S2UU,TISSUE
GTEX-WI4N-0008-SM-4OOSV,TISSUE
GTEX-ZY6K-1926-SM-5GZXW,TISSUE
GTEX-YFC4-0011-R6b-SM-4V6E1,TISSUE
GTEX-WFG8-0006-SM-3GIKS,TISSUE
GTEX-13D11-2226-SM-5IFEO,TISSUE
GTEX-P4QT-1626-SM-5S2UR,TISSUE
GTEX-11P82-0426-SM-5HL5D,TISSUE
GTEX-YJ8O-2226-SM-5IFHW,TISSUE
GTEX-P44H-0011-R3A-SM-2XCEQ,TISSUE
GTEX-13FH7-0626-SM-5KLZD,TISSUE
GTEX-P78B-0008-SM-48TE1,TISSUE
GTEX-ZYFG-1626-SM-5GZYY,TISSUE
GTEX-S7SE-0011-R7A-SM-2XCDI,TISSUE
GTEX-ZDXO-0326-SM-4WKHJ,TISSUE
GTEX-WYBS-1626-SM-4ONCA,TISSUE
GTEX-ZV6S-0226-SM-59HJT,TISSUE
GTEX-RTLS-0626-SM-5SI7Z,TISSUE
GTEX-13O1R-0826-SM-5J2MB,TISSUE
GTEX-ZAK1-0426-SM-5J1MS,TISSUE
K-562-SM-5K7WK,TISSUE
GTEX-Z9EW-1826-SM-5CVMA,TISSUE
GTEX-11P81-2326-SM-59875,TISSUE
GTEX-RVPV-0008-SM-47JYW,TISSUE
GTEX-WEY5-0526-SM-3GIKZ,TISSUE
GTEX-S95S-1026-SM-4B64M,TISSUE
GTEX-139T6-2126-SM-5KM37,TISSUE
GTEX-13NYB-2426-SM-5IFF4,TISSUE
GTEX-1212Z-2526-SM-5EGKP,TISSUE
GTEX-13N1W-0011-R9b-SM-5MR4R,TISSUE
GTEX-117YW-2026-SM-5N9BH,TISSUE
GTEX-145ME-1926-SM-5SI9S,TISSUE
GTEX-PWOO-0006-SM-2I3E3,TISSUE
GTEX-11I78-1326-SM-5PNY9,TISSUE
GTEX-12KS4-0426-SM-5EQMC,TISSUE
K-562-SM-4WAWH,TISSUE
GTEX-XMD2-0326-SM-4YCD6,TISSUE
GTEX-S341-0226-SM-5S2VG,TISSUE
GTEX-13FTW-0126-SM-5IJED,TISSUE
GTEX-11UD1-0011-R3a-SM-5BC6S,TISSUE
GTEX-1122O-0526-SM-5N9DM,TISSUE
GTEX-11P81-1126-SM-5GU5G,TISSUE
GTEX-11ZUS-1326-SM-5FQUC,TISSUE
GTEX-117YW-0005-SM-5NQ8Z,TISSUE
GTEX-OXRO-2026-SM-2YUMZ,TISSUE
GTEX-14A5H-0726-SM-5Q5DW,TISSUE
GTEX-ZY6K-1726-SM-5GZX8,TISSUE
GTEX-U3ZM-0126-SM-3DB8M,TISSUE
GTEX-R55D-1126-SM-48FEB,TISSUE
GTEX-QVJO-0011-R5A-SM-2S1QM,TISSUE
GTEX-PX3G-0226-SM-2S1OU,TISSUE
GTEX-WI4N-2726-SM-3LK7Y,TISSUE
GTEX-13PL7-2026-SM-5IFGK,TISSUE
GTEX-ZDYS-2526-SM-4WKGU,TISSUE
GTEX-N7MS-0011-R8a-SM-2YUMK,TISSUE
GTEX-13NZA-0011-R8b-SM-5KM2Q,TISSUE
GTEX-XMK1-0005-SM-4B665,TISSUE
GTEX-WHWD-0226-SM-4OORT,TISSUE
GTEX-14ASI-0011-R1b-SM-5S2TY,TISSUE
GTEX-1399U-2226-SM-5KLZI,TISSUE
GTEX-Y8LW-1526-SM-5IFHL,TISSUE
GTEX-XPVG-2726-SM-4B66W,TISSUE
GTEX-12ZZY-1226-SM-5GCNK,TISSUE
GTEX-13111-2126-SM-5LZU2,TISSUE
GTEX-14BIM-0426-SM-5SI9N,TISSUE
GTEX-13NZA-0011-R9b-SM-5MR5I,TISSUE
GTEX-1117F-3226-SM-5N9CT,TISSUE
GTEX-145MI-0011-R7b-SM-5Q5AZ,TISSUE
GTEX-117YW-1926-SM-5H121,TISSUE
GTEX-14A5I-2826-SM-5SIBF,TISSUE
GTEX-1313W-1126-SM-5EQ5U,TISSUE
GTEX-Q2AG-1326-SM-43V8K,TISSUE
GTEX-ZZ64-1726-SM-5GZYB,TISSUE
GTEX-11EM3-0226-SM-5985Y,TISSUE
GTEX-U8T8-1226-SM-4E3IH,TISSUE
GTEX-13OVJ-0826-SM-5J1OK,TISSUE
GTEX-11NUK-2426-SM-5BC4U,TISSUE
GTEX-12WSM-2226-SM-5DUVS,TISSUE
GTEX-OOBJ-0226-SM-2YUMM,TISSUE
GTEX-YFC4-3026-SM-5IFJK,TISSUE
GTEX-UJHI-0926-SM-4IHKF,TISSUE
GTEX-11ZVC-2526-SM-5FQTE,TISSUE
GTEX-TSE9-0008-SM-4DXT8,TISSUE
GTEX-1192W-2326-SM-5N9BS,TISSUE
GTEX-ZVTK-0006-SM-57WBK,TISSUE
GTEX-11NSD-0626-SM-5A5LU,TISSUE
GTEX-ZT9W-0126-SM-4YCFD,TISSUE
K-562-SM-4BONS,TISSUE
GTEX-11DZ1-2926-SM-5A5KI,TISSUE
GTEX-1212Z-0726-SM-5EGI5,TISSUE
GTEX-O5YV-0226-SM-48TBY,TISSUE
GTEX-WY7C-1026-SM-4OND3,TISSUE
GTEX-ZTTD-1226-SM-51MS2,TISSUE
GTEX-S341-0226-SM-2XCAX,TISSUE
GTEX-12ZZX-0011-R11a-SM-5DUVJ,TISSUE
GTEX-13X6H-0926-SM-5SIB2,TISSUE
GTEX-13OW6-1626-SM-5IJD5,TISSUE
GTEX-139T8-0526-SM-5KLZL,TISSUE
GTEX-1122O-0826-SM-5GICV,TISSUE
GTEX-T6MN-1126-SM-4DM71,TISSUE
GTEX-XPT6-0001-SM-4B64G,TISSUE
GTEX-11P7K-0226-SM-5986Z,TISSUE
GTEX-R55D-1526-SM-48FEJ,TISSUE
GTEX-N7MT-1226-SM-26GMT,TISSUE
GTEX-Y8E4-1226-SM-5IFIM,TISSUE
GTEX-Q2AH-0226-SM-48U1I,TISSUE
GTEX-S32W-0006-SM-2XCAK,TISSUE
GTEX-145ME-1626-SM-5RQI3,TISSUE
GTEX-11NUK-1426-SM-5HL68,TISSUE
GTEX-13G51-1826-SM-5KLZH,TISSUE
GTEX-RM2N-1926-SM-48FCU,TISSUE
GTEX-13O3O-0011-R8b-SM-5LUAL,TISSUE
GTEX-133LE-1226-SM-5IFGC,TISSUE
GTEX-139TT-0126-SM-5K7Y5,TISSUE
GTEX-T6MN-0526-SM-32PMS,TISSUE
GTEX-POYW-1226-SM-5LZWQ,TISSUE
GTEX-RTLS-2426-SM-46MUO,TISSUE
GTEX-ZQUD-1326-SM-57WEF,TISSUE
GTEX-117YW-0326-SM-5N9CY,TISSUE
GTEX-14E6E-1326-SM-5S2NR,TISSUE
GTEX-13FH7-1626-SM-5J2O9,TISSUE
GTEX-13CF2-0011-R11b-SM-5LZXO,TISSUE
GTEX-QLQ7-1726-SM-2S1QQ,TISSUE
GTEX-1192W-0226-SM-5EGGT,TISSUE
GTEX-ZF29-2126-SM-4WWB8,TISSUE
GTEX-13O61-0626-SM-5L3D1,TISSUE
GTEX-139TT-0011-R11b-SM-5LZV1,TISSUE
GTEX-ZDYS-2226-SM-5S2MI,TISSUE
GTEX-11OF3-0726-SM-5BC4Z,TISSUE
GTEX-12WSE-2926-SM-5RQJ9,TISSUE
GTEX-Q2AH-1926-SM-2S1PN,TISSUE
GTEX-13113-1326-SM-5GCOI,TISSUE
GTEX-V1D1-0626-SM-4JBHN,TISSUE
GTEX-WYBS-0008-SM-4ONDX,TISSUE
GTEX-WY7C-1926-SM-4ONCI,TISSUE
GTEX-ZT9W-0426-SM-57WF4,TISSUE
GTEX-ZDXO-0426-SM-4WKF6,TISSUE
GTEX-ZE9C-3126-SM-4WKHN,TISSUE
GTEX-12WSM-0011-R11a-SM-5DUX8,TISSUE
GTEX-UPIC-0926-SM-4IHLV,TISSUE
GTEX-PWN1-0006-SM-5SI7T,TISSUE
GTEX-139TU-0726-SM-5L3EK,TISSUE
GTEX-14DAR-0326-SM-5S2PS,TISSUE
GTEX-SUCS-0006-SM-4DM59,TISSUE
GTEX-13OVJ-0226-SM-5L3GK,TISSUE
GTEX-1211K-1526-SM-5FQU4,TISSUE
GTEX-XLM4-2026-SM-4AT4X,TISSUE
GTEX-ZYT6-0426-SM-5GID3,TISSUE
GTEX-11NV4-1426-SM-5BC4W,TISSUE
GTEX-145MO-2226-SM-5Q5BN,TISSUE
GTEX-13SLW-2926-SM-5Q5BQ,TISSUE
GTEX-144GL-0011-R5b-SM-5PNUJ,TISSUE
GTEX-12ZZW-0011-R7a-SM-5DUWC,TISSUE
GTEX-1399T-0011-R2b-SM-5DUXM,TISSUE
GTEX-13FTW-1226-SM-5LZZ1,TISSUE
GTEX-145MG-3026-SM-5RQJA,TISSUE
GTEX-11ILO-0726-SM-5HL5I,TISSUE
GTEX-X4LF-0226-SM-4QAS8,TISSUE
GTEX-13112-0426-SM-5PNVC,TISSUE
GTEX-132AR-0726-SM-5EQ6J,TISSUE
GTEX-1117F-1326-SM-5EGHH,TISSUE
GTEX-148VJ-0726-SM-5LU8J,TISSUE
GTEX-X5EB-0526-SM-46MVP,TISSUE
GTEX-13111-0826-SM-5LZV3,TISSUE
GTEX-WFON-0926-SM-4LVMK,TISSUE
GTEX-X62O-0008-SM-46MU5,TISSUE
GTEX-ZDXO-2426-SM-5S2NJ,TISSUE
GTEX-139YR-0426-SM-5IFFV,TISSUE
GTEX-11GSP-2826-SM-5A5LK,TISSUE
GTEX-XMD1-0011-R6A-SM-4AT5K,TISSUE
GTEX-11ZUS-1826-SM-5FQTR,TISSUE
GTEX-13N11-1226-SM-5KM4D,TISSUE
GTEX-11PRG-0008-SM-5S2N5,TISSUE
GTEX-11ZTS-1126-SM-5LU9X,TISSUE
GTEX-11GSO-2926-SM-5HL73,TISSUE
GTEX-Y8LW-1426-SM-5RQJJ,TISSUE
GTEX-WHSE-0426-SM-4M1XO,TISSUE
GTEX-13JVG-0011-R11a-SM-5KM53,TISSUE
GTEX-132AR-2726-SM-5PNVN,TISSUE
GTEX-XGQ4-2526-SM-4AT57,TISSUE
GTEX-12WSM-0426-SM-5LZVU,TISSUE
GTEX-SUCS-1426-SM-4DM5W,TISSUE
GTEX-ZVT2-1226-SM-5GU5H,TISSUE
GTEX-X585-2526-SM-4QAS1,TISSUE
GTEX-145MH-2826-SM-5RQJF,TISSUE
GTEX-ZTX8-1426-SM-5DUVO,TISSUE
GTEX-12C56-0002-SM-5S2PC,TISSUE
GTEX-XBEW-1326-SM-4AT63,TISSUE
GTEX-XGQ4-0626-SM-4AT56,TISSUE
GTEX-11NV4-0008-SM-5Q5BA,TISSUE
GTEX-WH7G-0826-SM-4LVMR,TISSUE
GTEX-11ZTS-2626-SM-5EGIC,TISSUE
GTEX-WHPG-1326-SM-4M1ZJ,TISSUE
GTEX-RVPU-0011-R6A-SM-2XCAC,TISSUE
GTEX-146FQ-0726-SM-5LUA7,TISSUE
GTEX-WHSE-1626-SM-4M1XL,TISSUE
GTEX-ZAJG-1226-SM-5S2MH,TISSUE
GTEX-T8EM-0526-SM-4DM64,TISSUE
GTEX-11EI6-0008-SM-5QGR7,TISSUE
GTEX-QV44-0326-SM-4R1KD,TISSUE
GTEX-XQ8I-1426-SM-4BOPW,TISSUE
GTEX-SN8G-0926-SM-4DM5I,TISSUE
GTEX-WH7G-1626-SM-4LVMY,TISSUE
GTEX-ZVZQ-0011-R1a-SM-57WBU,TISSUE
GTEX-WQUQ-1826-SM-4OOSD,TISSUE
GTEX-14C39-2626-SM-5S2QD,TISSUE
GTEX-147GR-2926-SM-5RQIN,TISSUE
GTEX-131XF-1926-SM-5DUW4,TISSUE
GTEX-PW2O-0826-SM-48TC5,TISSUE
GTEX-11VI4-0126-SM-5GU6Z,TISSUE
GTEX-TML8-1426-SM-4DXUT,TISSUE
GTEX-WHSB-0526-SM-4M1XM,TISSUE
GTEX-S4UY-0226-SM-3K2AP,TISSUE
GTEX-XXEK-0005-SM-5S2TG,TISSUE
GTEX-T8EM-0226-SM-3DB7C,TISSUE
GTEX-T5JC-0626-SM-5S2RW,TISSUE
GTEX-U3ZN-2526-SM-3DB7V,TISSUE
GTEX-T5JC-2026-SM-5S2TJ,TISSUE
K-562-SM-2I5EP,TISSUE
GTEX-T8EM-1326-SM-3DB7G,TISSUE
GTEX-YECK-0326-SM-4W1YS,TISSUE
GTEX-S7SF-0008-SM-3NM8T,TISSUE
GTEX-PWO3-1026-SM-2I5F2,TISSUE
GTEX-Y3I4-1326-SM-4TT8Z,TISSUE
GTEX-YECK-0005-SM-4W217,TISSUE
GTEX-UTHO-1026-SM-3GAF7,TISSUE
GTEX-PLZ4-1226-SM-2I5FE,TISSUE
GTEX-TSE9-0011-R7A-SM-3DB7P,TISSUE
GTEX-POYW-1226-SM-2XCEP,TISSUE
GTEX-QMR6-1426-SM-32PLA,TISSUE
GTEX-WXYG-1426-SM-4ONCK,TISSUE
GTEX-13PLJ-0011-R5a-SM-5O9BG,TISSUE
GTEX-P4QR-0006-SM-2I5GN,TISSUE
GTEX-WRHK-1726-SM-3MJFK,TISSUE
GTEX-OHPN-0011-R7A-SM-2I5FI,TISSUE
GTEX-OIZI-1426-SM-3NB1T,TISSUE
GTEX-12WSL-0926-SM-5N9EK,TISSUE
GTEX-WYBS-0426-SM-3NM9M,TISSUE
GTEX-WWYW-0011-R8A-SM-3NB3S,TISSUE
GTEX-P4PP-0626-SM-3NM9X,TISSUE
GTEX-U3ZN-0002-SM-3NMDF,TISSUE
GTEX-WYJK-1426-SM-3NM8V,TISSUE
GTEX-PLZ6-0226-SM-3P61I,TISSUE
GTEX-13OW7-0011-R11a-SM-5O9DY,TISSUE
GTEX-13U4I-2026-SM-5LU3L,TISSUE
GTEX-O5YT-2126-SM-3MJGD,TISSUE
GTEX-T6MN-0326-SM-32PMK,TISSUE
GTEX-WYJK-0526-SM-3NM8Z,TISSUE
GTEX-139T6-0426-SM-5IJEM,TISSUE
GTEX-S7PM-0526-SM-3NM92,TISSUE
GTEX-SNMC-1526-SM-2XCFN,TISSUE
GTEX-OXRL-2126-SM-3NM98,TISSUE
GTEX-YJ89-0011-R3b-SM-4V6EF,TISSUE
GTEX-P4PP-0526-SM-2HMKE,TISSUE
GTEX-13PVQ-0011-R3b-SM-5O9D6,TISSUE
GTEX-Y3IK-0926-SM-51MQU,TISSUE
GTEX-X3Y1-2426-SM-3P5Z7,TISSUE
GTEX-ZT9W-1426-SM-4YCD2,TISSUE
K-562-SM-5IJDX,TISSUE
GTEX-ZQUD-0005-SM-4YCE5,TISSUE
GTEX-14A5I-2426-SM-5Q5CP,TISSUE
GTEX-13JVG-3226-SM-5IJGJ,TISSUE
GTEX-T5JC-0011-R2A-SM-32PLZ,TISSUE
GTEX-QDT8-0526-SM-3NMD8,TISSUE
GTEX-Y9LG-1826-SM-4VBQC,TISSUE
GTEX-ZEX8-1326-SM-4WWEW,TISSUE
GTEX-ZUA1-0011-R7b-SM-4YCDP,TISSUE
GTEX-Y3I4-1226-SM-4TT8N,TISSUE
GTEX-NL3G-0008-SM-4E3JX,TISSUE
GTEX-XQ3S-0008-SM-4GIDZ,TISSUE
GTEX-OXRK-0426-SM-3NB2E,TISSUE
GTEX-X4EP-0526-SM-3P5YW,TISSUE
GTEX-X4LF-1726-SM-3NMBZ,TISSUE
GTEX-13VXU-0011-R3b-SM-5O9CU,TISSUE
GTEX-OIZI-0526-SM-2XCEG,TISSUE
GTEX-145LU-0011-R11b-SM-5P9JX,TISSUE
GTEX-NPJ7-0011-R11A-SM-2I3E8,TISSUE
GTEX-132AR-2826-SM-5IJFV,TISSUE
GTEX-T6MN-0626-SM-32PM9,TISSUE
GTEX-111CU-1526-SM-5N9FS,TISSUE
GTEX-13S7M-0011-R10b-SM-5PNZB,TISSUE
GTEX-144GL-3026-SM-5Q5CW,TISSUE
GTEX-ZV68-0011-R2a-SM-4YCDK,TISSUE
GTEX-SSA3-0326-SM-32QPS,TISSUE
GTEX-11EI6-3026-SM-5GZZO,TISSUE
GTEX-Y3I4-0726-SM-4TT7M,TISSUE
GTEX-Y3IK-0126-SM-4WWE9,TISSUE
GTEX-146FH-2026-SM-5SI9I,TISSUE
GTEX-Q2AG-0011-R11A-SM-2HMKZ,TISSUE
GTEX-YJ89-0226-SM-4TT3Y,TISSUE
GTEX-14BIL-0326-SM-5SI9Q,TISSUE
GTEX-14BIL-0006-SM-5N9F2,TISSUE
GTEX-1399S-1926-SM-5J2M5,TISSUE
GTEX-11DXX-2426-SM-5GZZW,TISSUE
GTEX-WHWD-2326-SM-3LK6Q,TISSUE
GTEX-XMK1-0226-SM-4B65D,TISSUE
GTEX-13W3W-0426-SM-5SI9D,TISSUE
GTEX-11P81-0926-SM-59874,TISSUE
GTEX-WFG8-2326-SM-5S2UE,TISSUE
GTEX-145MH-0011-R3b-SM-5P9JQ,TISSUE
GTEX-Y114-2626-SM-4TT8Y,TISSUE
GTEX-1269C-1026-SM-5N9EY,TISSUE
GTEX-ZPU1-1126-SM-4YCF3,TISSUE
GTEX-13FHO-3126-SM-5IJF6,TISSUE
GTEX-133LE-1926-SM-5N9FV,TISSUE
GTEX-P4PQ-1526-SM-3NMCK,TISSUE
GTEX-ZP4G-0326-SM-4YCEF,TISSUE
GTEX-XMK1-2526-SM-4B666,TISSUE
GTEX-OIZH-0126-SM-2HMIS,TISSUE
GTEX-ZXES-0626-SM-5E45P,TISSUE
GTEX-WFG7-2426-SM-3GIL2,TISSUE
GTEX-ZPIC-2626-SM-57WE2,TISSUE
GTEX-Y8LW-2026-SM-4V6G8,TISSUE
GTEX-117YX-0626-SM-5EGJI,TISSUE
GTEX-146FQ-1926-SM-5NQBY,TISSUE
GTEX-RNOR-0011-R3A-SM-2TF5J,TISSUE
GTEX-ZV6S-2326-SM-4YCEY,TISSUE
GTEX-ZXES-1726-SM-5E43G,TISSUE
GTEX-13N2G-0726-SM-5MR38,TISSUE
GTEX-ZYVF-1826-SM-5E44F,TISSUE
GTEX-U8XE-0008-SM-4E3K4,TISSUE
GTEX-XMK1-1826-SM-4B66F,TISSUE
GTEX-145LU-2126-SM-5Q5E9,TISSUE
GTEX-14A5I-1026-SM-5Q5E3,TISSUE
GTEX-NL4W-0011-R5a-SM-2I3GD,TISSUE
GTEX-139T4-0426-SM-5J1OQ,TISSUE
GTEX-13FTW-1126-SM-5J2NV,TISSUE
GTEX-RVPU-0011-R9A-SM-3NM8E,TISSUE
GTEX-Y8E4-2426-SM-4WWDN,TISSUE
GTEX-PW2O-1926-SM-2S1OB,TISSUE
GTEX-11EI6-2926-SM-5985U,TISSUE
GTEX-11OF3-0011-R6b-SM-57WBG,TISSUE
GTEX-13VXU-3126-SM-5SIA4,TISSUE
GTEX-R55C-1726-SM-3GADJ,TISSUE
GTEX-11GSP-1226-SM-5985M,TISSUE
GTEX-ZLWG-0008-SM-4E3J4,TISSUE
GTEX-PWN1-0226-SM-2S1OZ,TISSUE
GTEX-13NYB-0011-R6b-SM-5MR51,TISSUE
GTEX-131XW-2226-SM-5PNY1,TISSUE
GTEX-139UC-0011-R5b-SM-5K7VY,TISSUE
GTEX-13O3Q-0011-R11b-SM-5KM2W,TISSUE
GTEX-POMQ-2326-SM-2S1O8,TISSUE
GTEX-ZTPG-0226-SM-5O99I,TISSUE
GTEX-13N1W-0011-R8a-SM-5MR56,TISSUE
GTEX-13FH7-0326-SM-5J1MR,TISSUE
GTEX-147F4-0011-R6b-SM-5S2UP,TISSUE
GTEX-XV7Q-1426-SM-4BRWA,TISSUE
GTEX-13FHP-2926-SM-5IJG9,TISSUE
GTEX-13PL6-1126-SM-5L3IE,TISSUE
GTEX-U8XE-0526-SM-3DB8R,TISSUE
GTEX-1399U-1626-SM-5P9J3,TISSUE
GTEX-13NYB-0011-R5a-SM-5MR45,TISSUE
GTEX-13SLX-0326-SM-5Q5E4,TISSUE
GTEX-1269C-2726-SM-5EGJ4,TISSUE
GTEX-WHSE-0526-SM-5HL79,TISSUE
GTEX-ZYFG-0326-SM-5E45Z,TISSUE
GTEX-14A5I-2126-SM-5NQA8,TISSUE
GTEX-ZVT2-1026-SM-5GU55,TISSUE
GTEX-WH7G-0726-SM-5EQ6C,TISSUE
GTEX-14DAQ-0005-SM-5NQ7B,TISSUE
GTEX-YEC3-2326-SM-5IFJF,TISSUE
GTEX-131XE-1026-SM-5EGKE,TISSUE
GTEX-11EQ8-1326-SM-5EGJQ,TISSUE
GTEX-S95S-1226-SM-4GICG,TISSUE
